,Year,Country_Residence,Origin,Type,Count,Lat_Residence,Lon_Residence,Lat_Origin,Lon_Origin
0,2016,Afghanistan,Iran,Refugees (incl. refugee-like situations),33,33.93911,67.709953,32.427908,53.68804599999999
1,2016,Afghanistan,Pakistan,Refugees (incl. refugee-like situations),59737,33.93911,67.709953,30.375321000000003,69.345116
2,2016,Angola,Burundi,Refugees (incl. refugee-like situations),9,-11.202691999999999,17.873887,-3.3730559999999996,29.918885999999997
3,2016,Angola,Central African Republic,Refugees (incl. refugee-like situations),9,-11.202691999999999,17.873887,6.611111,20.939444
4,2016,Angola,Cte d'Ivoire,Refugees (incl. refugee-like situations),510,-11.202691999999999,17.873887,7.539989,-5.54708
5,2016,Angola,Congo [DRC],Refugees (incl. refugee-like situations),12944,-11.202691999999999,17.873887,-4.038333000000001,21.758664000000003
6,2016,Angola,Eritrea,Refugees (incl. refugee-like situations),34,-11.202691999999999,17.873887,15.179383999999999,39.782334000000006
7,2016,Angola,Western Sahara,Refugees (incl. refugee-like situations),18,-11.202691999999999,17.873887,24.215526999999998,-12.885834
8,2016,Angola,Guinea,Refugees (incl. refugee-like situations),107,-11.202691999999999,17.873887,9.945587,-9.696645
9,2016,Angola,Liberia,Refugees (incl. refugee-like situations),155,-11.202691999999999,17.873887,6.4280550000000005,-9.429499
10,2016,Angola,Mauritania,Refugees (incl. refugee-like situations),306,-11.202691999999999,17.873887,21.00789,-10.940835
11,2016,Angola,Rwanda,Refugees (incl. refugee-like situations),273,-11.202691999999999,17.873887,-1.940278,29.873888
12,2016,Angola,Sudan,Refugees (incl. refugee-like situations),313,-11.202691999999999,17.873887,12.862807,30.217636
13,2016,Angola,Sierra Leone,Refugees (incl. refugee-like situations),374,-11.202691999999999,17.873887,8.460555000000001,-11.779889
14,2016,Angola,Somalia,Refugees (incl. refugee-like situations),288,-11.202691999999999,17.873887,5.152149,46.199616
15,2016,Angola,Chad,Refugees (incl. refugee-like situations),184,-11.202691999999999,17.873887,15.454166,18.732207
16,2016,Angola,Uganda,Refugees (incl. refugee-like situations),6,-11.202691999999999,17.873887,1.373333,32.290275
17,2016,Angola,Zambia,Refugees (incl. refugee-like situations),7,-11.202691999999999,17.873887,-13.133897,27.849332
18,2016,Albania,China,Refugees (incl. refugee-like situations),11,41.153332,20.168331,35.86166,104.195397
19,2016,Albania,Iran,Refugees (incl. refugee-like situations),17,41.153332,20.168331,32.427908,53.68804599999999
20,2016,Albania,Iraq,Refugees (incl. refugee-like situations),23,41.153332,20.168331,33.223191,43.679291
21,2016,Albania,Serbia,Refugees (incl. refugee-like situations),60,41.153332,20.168331,44.016521000000004,21.005859
22,2016,United Arab Emirates,Ethiopia,Refugees (incl. refugee-like situations),6,23.424076,53.847818000000004,9.145,40.489672999999996
23,2016,United Arab Emirates,Iraq,Refugees (incl. refugee-like situations),741,23.424076,53.847818000000004,33.223191,43.679291
24,2016,United Arab Emirates,Sudan,Refugees (incl. refugee-like situations),5,23.424076,53.847818000000004,12.862807,30.217636
25,2016,United Arab Emirates,Somalia,Refugees (incl. refugee-like situations),17,23.424076,53.847818000000004,5.152149,46.199616
26,2016,United Arab Emirates,Syria,Refugees (incl. refugee-like situations),119,23.424076,53.847818000000004,34.802075,38.996815000000005
27,2016,Argentina,Afghanistan,Refugees (incl. refugee-like situations),5,-38.416097,-63.616671999999994,33.93911,67.709953
